Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols,Non-adaptive rounds,Non-adaptive MQ resets,Non-adaptive MQ input symbols,Non-adaptive EQ resets,Non-adaptive EQ input symbols,Non-adaptive total resets,Non-adaptive total input symbols
[14; 15; 9; 16; 6; 13; 10; 3; 4; 1; 12; 7; 2; 8; 5; 11], 16, 740164, 5554070, 74536985, 714253177, 75277149, 719807247,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 8; 10; 3; 4; 15; 7; 9; 11; 6; 12; 1; 5; 2; 16; 13], 18, 814345, 6230200, 76517796, 732514438, 77332141, 738744638,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[3; 14; 11; 8; 5; 4; 16; 10; 6; 2; 7; 15; 1; 9; 12; 13], 16, 778346, 6473742, 76194389, 731186203, 76972735, 737659945,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 3; 14; 4; 15; 7; 9; 16; 11; 5; 6; 8; 12; 2; 1; 13], 18, 818402, 6104016, 80291622, 766783142, 81110024, 772887158,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 12; 15; 10; 5; 4; 1; 2; 7; 11; 14; 16; 3; 6; 8; 13], 16, 810814, 6394190, 75006326, 720285276, 75817140, 726679466,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 6; 13; 15; 16; 4; 3; 9; 2; 7; 12; 5; 11; 1; 10; 8], 18, 737155, 5756368, 76244961, 729887661, 76982116, 735644029,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 10; 14; 15; 6; 4; 16; 12; 7; 3; 13; 2; 8; 9; 1; 5], 18, 793807, 6054643, 76068216, 726944361, 76862023, 732999004,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[3; 6; 5; 10; 7; 9; 12; 16; 15; 1; 14; 8; 13; 2; 4; 11], 18, 745234, 5710098, 75437492, 721082688, 76182726, 726792786,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 4; 13; 6; 11; 16; 7; 14; 15; 3; 5; 10; 2; 9; 1; 12], 16, 747218, 5601042, 75597089, 723763075, 76344307, 729364117,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[4; 11; 16; 15; 10; 5; 8; 13; 14; 6; 2; 9; 1; 12; 3; 7], 18, 800537, 6132758, 76966118, 735101128, 77766655, 741233886,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[2; 16; 7; 8; 14; 3; 10; 6; 5; 4; 9; 13; 1; 12; 11; 15], 16, 768488, 5770464, 78486911, 752764955, 79255399, 758535419,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[1; 15; 10; 12; 4; 11; 13; 5; 3; 2; 14; 6; 8; 9; 7; 16], 18, 805284, 6058465, 78721343, 752850338, 79526627, 758908803,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 1; 15; 6; 11; 16; 14; 9; 2; 10; 7; 8; 13; 12; 3; 4], 16, 688994, 5411306, 76459674, 732069941, 77148668, 737481247,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 15; 1; 11; 5; 14; 12; 16; 6; 13; 4; 8; 7; 3; 10; 2], 16, 710520, 5353948, 75155492, 720258162, 75866012, 725612110,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 7; 10; 3; 2; 5; 15; 13; 6; 12; 14; 1; 8; 11; 4; 16], 18, 811233, 6431818, 76865154, 736030048, 77676387, 742461866,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 14; 6; 1; 12; 9; 4; 3; 7; 16; 13; 15; 10; 8; 2; 5], 16, 726364, 5625778, 75720230, 724919270, 76446594, 730545048,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[2; 12; 14; 11; 10; 6; 1; 8; 4; 16; 15; 9; 3; 7; 5; 13], 16, 770834, 6167417, 77983289, 748990476, 78754123, 755157893,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 2; 11; 1; 13; 12; 4; 6; 7; 16; 5; 14; 9; 15; 3; 8], 18, 818402, 6104016, 80647709, 769867806, 81466111, 775971822,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 12; 15; 10; 16; 4; 3; 13; 6; 5; 2; 11; 1; 8; 7; 14], 16, 812326, 6401618, 75839138, 726827980, 76651464, 733229598,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 2; 15; 13; 7; 16; 9; 4; 8; 6; 1; 12; 10; 11; 5; 3], 16, 737712, 6011182, 77999829, 748596117, 78737541, 754607299,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 13; 8; 4; 1; 3; 7; 5; 6; 9; 11; 12; 10; 16; 15; 2], 16, 759688, 5763148, 76496233, 733686894, 77255921, 739450042,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 2; 4; 3; 11; 6; 10; 5; 1; 13; 9; 8; 7; 12; 16; 14], 16, 723146, 5581355, 74364322, 712208522, 75087468, 717789877,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 7; 3; 12; 5; 13; 16; 1; 15; 8; 6; 11; 2; 10; 4; 9], 18, 737742, 5733975, 76623864, 735329691, 77361606, 741063666,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[2; 14; 16; 12; 7; 4; 3; 5; 8; 10; 6; 9; 11; 15; 1; 13], 16, 777868, 6249048, 74362401, 713659557, 75140269, 719908605,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 11; 3; 2; 12; 14; 7; 10; 6; 16; 4; 9; 15; 8; 1; 13], 16, 760368, 5961800, 76989558, 737931823, 77749926, 743893623,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[1; 11; 3; 15; 5; 2; 7; 9; 13; 12; 8; 14; 6; 10; 16; 4], 16, 692508, 5258951, 77056620, 737754982, 77749128, 743013933,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[4; 11; 13; 2; 16; 15; 12; 14; 7; 1; 5; 9; 6; 3; 8; 10], 16, 736852, 5661928, 75439031, 721729978, 76175883, 727391906,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 14; 11; 4; 5; 1; 12; 7; 2; 13; 6; 16; 10; 9; 3; 15], 16, 716662, 5486080, 75801906, 725502068, 76518568, 730988148,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 2; 15; 4; 12; 14; 3; 10; 9; 11; 1; 6; 8; 7; 13; 16], 16, 777074, 6121572, 77633639, 745177886, 78410713, 751299458,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[16; 1; 6; 5; 12; 10; 15; 4; 11; 7; 13; 14; 8; 2; 3; 9], 18, 727113, 5531129, 76220327, 730546702, 76947440, 736077831,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 14; 1; 10; 9; 15; 16; 2; 7; 3; 6; 11; 4; 8; 12; 13], 16, 809670, 6471760, 75749266, 725931049, 76558936, 732402809,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 12; 1; 4; 13; 7; 6; 16; 3; 5; 10; 11; 9; 15; 14; 2], 16, 746014, 5872538, 73935360, 707689941, 74681374, 713562479,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 12; 15; 4; 16; 9; 14; 8; 2; 6; 1; 7; 5; 3; 13; 10], 16, 712822, 5796672, 76108604, 728748163, 76821426, 734544835,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[4; 14; 15; 7; 3; 8; 10; 9; 5; 12; 16; 1; 11; 13; 2; 6], 16, 807618, 6032368, 76228543, 731313586, 77036161, 737345954,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 4; 9; 16; 12; 11; 7; 10; 6; 14; 13; 1; 2; 3; 15; 8], 16, 794444, 6134440, 75498186, 724315847, 76292630, 730450287,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[16; 7; 1; 11; 15; 8; 14; 12; 10; 6; 2; 9; 3; 13; 5; 4], 18, 760916, 5702499, 75511660, 722584484, 76272576, 728286983,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[16; 6; 13; 14; 7; 11; 8; 15; 3; 12; 9; 1; 10; 5; 2; 4], 18, 704694, 5230505, 75782041, 725925962, 76486735, 731156467,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 2; 4; 9; 7; 6; 8; 16; 3; 5; 1; 12; 14; 11; 10; 13], 16, 712948, 5484438, 76796314, 736747648, 77509262, 742232086,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 6; 9; 12; 3; 4; 2; 15; 13; 10; 5; 14; 7; 8; 1; 16], 18, 701318, 5251569, 77721106, 744948363, 78422424, 750199932,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 4; 9; 6; 2; 5; 16; 13; 3; 7; 15; 14; 1; 8; 12; 11], 18, 818402, 6104016, 81167860, 774294107, 81986262, 780398123,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 6; 3; 5; 8; 4; 14; 1; 7; 10; 15; 12; 16; 9; 2; 13], 18, 708943, 5478683, 75873052, 726031892, 76581995, 731510575,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 16; 10; 1; 9; 2; 15; 4; 6; 8; 5; 12; 7; 11; 3; 13], 16, 807108, 6447410, 77506841, 744387221, 78313949, 750834631,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 6; 7; 2; 15; 9; 8; 16; 1; 12; 3; 14; 5; 4; 10; 13], 18, 661282, 5011633, 75541157, 723438473, 76202439, 728450106,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[13; 1; 9; 2; 3; 6; 5; 10; 16; 7; 8; 11; 15; 4; 14; 12], 16, 725622, 5504932, 75774590, 725519110, 76500212, 731024042,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 2; 7; 8; 15; 14; 3; 12; 9; 1; 4; 16; 5; 6; 11; 13], 18, 818402, 6104016, 80647000, 769779492, 81465402, 775883508,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[1; 11; 5; 12; 4; 14; 10; 6; 7; 9; 3; 13; 8; 15; 2; 16], 16, 777664, 6025334, 77572418, 745180236, 78350082, 751205570,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 10; 9; 4; 7; 13; 3; 14; 5; 15; 1; 12; 6; 2; 8; 16], 18, 792581, 5988026, 76827200, 734162963, 77619781, 740150989,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[3; 10; 15; 7; 9; 16; 2; 5; 8; 11; 14; 1; 4; 13; 6; 12], 18, 817883, 6273975, 77260541, 739476038, 78078424, 745750013,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[16; 12; 11; 8; 9; 15; 7; 4; 3; 2; 14; 13; 10; 6; 5; 1], 16, 750654, 5911599, 77048015, 739051722, 77798669, 744963321,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[3; 16; 12; 2; 4; 15; 10; 8; 11; 6; 13; 5; 9; 14; 7; 1], 16, 782088, 6528796, 76229526, 731134576, 77011614, 737663372,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 11; 3; 15; 9; 14; 6; 2; 10; 12; 7; 16; 4; 13; 1; 5], 16, 703520, 5570819, 76489577, 731614126, 77193097, 737184945,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[2; 9; 8; 3; 6; 13; 7; 11; 15; 4; 1; 5; 12; 14; 16; 10], 18, 686308, 5181434, 76371527, 731952930, 77057835, 737134364,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 4; 1; 11; 9; 15; 10; 5; 8; 2; 12; 7; 3; 16; 13; 6], 16, 802996, 5986880, 76669569, 734541054, 77472565, 740527934,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[4; 16; 7; 13; 3; 14; 2; 12; 5; 15; 8; 6; 1; 10; 11; 9], 18, 753499, 5711247, 76047904, 727449441, 76801403, 733160688,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 9; 2; 11; 13; 10; 8; 16; 7; 6; 12; 14; 15; 3; 1; 4], 16, 762786, 5900716, 76436695, 732181824, 77199481, 738082540,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[14; 11; 4; 2; 3; 10; 1; 7; 5; 12; 9; 6; 8; 16; 13; 15], 16, 772402, 6172915, 76792648, 737132199, 77565050, 743305114,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[4; 16; 3; 1; 2; 12; 11; 13; 5; 6; 8; 7; 10; 15; 9; 14], 16, 721966, 5521410, 75484202, 723305317, 76206168, 728826727,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[12; 2; 14; 15; 16; 9; 3; 1; 11; 4; 13; 5; 8; 6; 10; 7], 16, 702570, 5630176, 78562657, 752817580, 79265227, 758447756,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[13; 6; 15; 14; 9; 2; 16; 1; 7; 4; 8; 5; 10; 3; 11; 12], 18, 722803, 6027306, 77130673, 738537394, 77853476, 744564700,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[7; 13; 1; 16; 5; 15; 2; 12; 8; 14; 10; 6; 9; 4; 11; 3], 18, 777174, 5893320, 77961186, 747319420, 78738360, 753212740,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 11; 2; 14; 1; 7; 6; 16; 3; 9; 15; 4; 5; 12; 10; 13], 16, 676042, 5062252, 77712536, 745880524, 78388578, 750942776,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[1; 11; 15; 7; 8; 3; 6; 2; 12; 14; 9; 13; 10; 5; 4; 16], 18, 680005, 5079427, 76476077, 733268400, 77156082, 738347827,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[2; 16; 7; 13; 6; 8; 14; 12; 1; 4; 10; 9; 15; 5; 11; 3], 16, 700676, 5487902, 76009704, 728343207, 76710380, 733831109,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[13; 4; 11; 16; 8; 6; 1; 2; 3; 14; 7; 12; 10; 9; 15; 5], 16, 728698, 5714686, 77053040, 737094573, 77781738, 742809259,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 13; 12; 7; 6; 10; 9; 14; 3; 1; 2; 16; 5; 11; 4; 8], 16, 741826, 5874942, 74468018, 712777883, 75209844, 718652825,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 6; 2; 14; 7; 1; 16; 9; 3; 10; 4; 5; 12; 13; 8; 11], 18, 701491, 5427891, 75938930, 726223296, 76640421, 731651187,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[7; 1; 16; 11; 8; 4; 14; 5; 6; 2; 13; 3; 9; 15; 12; 10], 18, 710254, 5390888, 75267604, 720224245, 75977858, 725615133,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 10; 7; 12; 4; 16; 6; 2; 13; 5; 15; 9; 3; 14; 1; 8], 18, 795544, 6144259, 76868271, 733655430, 77663815, 739799689,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 6; 9; 11; 10; 2; 13; 3; 1; 14; 5; 4; 8; 16; 12; 7], 18, 713511, 5518289, 74467292, 711911757, 75180803, 717430046,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 16; 6; 4; 14; 7; 12; 2; 8; 3; 13; 11; 15; 1; 9; 5], 18, 818402, 6104016, 80567258, 769196543, 81385660, 775300559,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[5; 15; 16; 8; 13; 14; 7; 4; 2; 10; 11; 6; 3; 1; 9; 12], 16, 774504, 6111136, 76111065, 729456789, 76885569, 735567925,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[13; 5; 8; 6; 9; 7; 1; 12; 3; 2; 16; 4; 10; 14; 11; 15], 18, 714355, 5579101, 77158784, 738009200, 77873139, 743588301,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 6; 16; 1; 4; 5; 15; 3; 14; 9; 12; 11; 2; 10; 13; 7], 18, 712903, 5558400, 75816000, 726322033, 76528903, 731880433,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[15; 1; 8; 10; 2; 4; 5; 6; 16; 11; 9; 14; 13; 7; 3; 12], 16, 801862, 6008566, 77138334, 739606850, 77940196, 745615416,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[11; 7; 12; 10; 3; 8; 16; 2; 5; 15; 13; 4; 1; 14; 9; 6], 18, 782370, 6071406, 76398085, 731203907, 77180455, 737275313,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[8; 11; 6; 14; 7; 13; 15; 1; 5; 12; 2; 3; 4; 9; 10; 16], 16, 690412, 5394444, 76122101, 729552889, 76812513, 734947333,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 15; 2; 3; 12; 4; 13; 14; 6; 5; 10; 7; 1; 11; 8; 16], 16, 732104, 5496156, 75260660, 719847055, 75992764, 725343211,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[10; 16; 15; 13; 3; 2; 1; 4; 5; 6; 11; 14; 8; 7; 9; 12], 18, 818402, 6104016, 81094940, 773869722, 81913342, 779973738,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 3; 13; 15; 2; 7; 10; 5; 8; 1; 6; 11; 14; 4; 12; 16], 16, 780868, 6136857, 76113976, 729409290, 76894844, 735546147,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[12; 10; 15; 6; 9; 8; 4; 13; 1; 2; 3; 7; 11; 5; 16; 14], 18, 822483, 6343556, 77679825, 742962189, 78502308, 749305745,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[7; 13; 10; 16; 15; 6; 2; 5; 11; 1; 14; 8; 9; 3; 12; 4], 18, 807930, 6041668, 75406931, 722050653, 76214861, 728092321,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[1; 11; 3; 9; 14; 5; 8; 12; 16; 6; 15; 7; 10; 2; 13; 4], 16, 709214, 5309916, 76914792, 738648834, 77624006, 743958750,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[6; 7; 9; 3; 10; 11; 1; 4; 16; 5; 12; 2; 15; 14; 8; 13], 18, 731526, 5441550, 76706537, 733451835, 77438063, 738893385,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[9; 10; 12; 13; 5; 14; 3; 8; 1; 2; 6; 16; 4; 11; 7; 15], 18, 816563, 6448694, 76279969, 730676726, 77096532, 737125420,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
[16; 2; 4; 14; 11; 12; 5; 15; 9; 7; 6; 10; 13; 1; 3; 8], 16, 719774, 5424280, 74518291, 713086840, 75238065, 718511120,22, 642412, 4804082, 82690520, 786870011, 83332932, 791674093
